Institution,Name,Affiliation,h-index,i10-index,Citations
Indian Institute of Technology Roorkee,Dhruba Kr Bhattacharyya,"Professor of Computer Science and Engg, Tezpur University",46,131,10275
Indian Institute of Technology Roorkee,Dheerendra Kumar Dwivedi,"IIT ROORKEE, INDIA, PIN: 247667",48,125,6558
Indian Institute of Technology Roorkee,D P Kothari,"Vice chancellor, VIT Vellore, Director I/c, IIT Delhi, Deputy Director(A),IIT Delhi,Principal,VRCE",65,238,22843
Indian Institute of Technology Roorkee,Dr. Pardeep Singh,Ambala College of Engineering & Applied Research Associate Professor of Mathmatics,102,597,42879
Indian Institute of Technology Roorkee,Dr. VINAY  SINGH,Associate Professor Computer Science,64,395,19070
Indian Institute of Technology Roorkee,Devendra Choudhary,"Prof. (Associate), Govt. Engineering College, Ajmer",11,11,1183
Indian Institute of Technology Roorkee,Peter C. Gotzsche,Institute for Scientific Freedom,111,328,413024
Indian Institute of Technology Roorkee,Dharmendra  Mishra,Purdue University,17,27,1388
Indian Institute of Technology Roorkee,Rajeev Agrawal,"Kumaon engineering college, G. L. Bajaj, LLoyd Institute of Engg& tech",17,35,1269
Indian Institute of Technology Roorkee,Girish  M. Joshi,Institute of Chemical Technology Mumbai off campus Marathwada Region-Jalna,29,69,2945
Indian Institute of Technology Roorkee,Lipsa Das,Assistant Professor,11,11,319
Indian Institute of Technology Roorkee,Dr Kavita Pandey,"assistant prof at GN Khalsa College, University of Mumbai",6,4,1545
Indian Institute of Technology Roorkee,Giriraj Ratan Chandak,Former Chief Scientist and Sir JC Bose Fellow,52,115,14396
Indian Institute of Technology Roorkee,Prof. GRK SASTRY,"Professor,Department of Mechanical Engineering,National Institute of Technology Andhra Pradesh",22,112,3308
Indian Institute of Technology Roorkee,G S Gupta,Indian Institute of Science,23,41,1588
Indian Institute of Technology Roorkee,Girja Shankar Pandey,University of Zambia,20,33,1238
Indian Institute of Technology Roorkee,H C Verma,IIT Kanpur,36,108,4884
Indian Institute of Technology Roorkee,H C Verma,IIT Kanpur,36,108,4884
Indian Institute of Technology Roorkee,Himanshu Narayan Singh,Memorial Sloan Kettering Cancer Center,15,20,817
Indian Institute of Technology Roorkee,HARI OM GUPTA,RETIRED from DIRECTOR JIIT NOIDA and IIT ROORKEE,35,97,5758
Indian Institute of Technology Roorkee,Dr. Ruchika Garg,"Assistant Professor, Maharaja Agrasen University, Baddi, Solan, H.P.",3,1,29
Indian Institute of Technology Roorkee,Harbhajan Singh,Data Scientist,1,0,7
Indian Institute of Technology Roorkee,HARI OM GUPTA,RETIRED from DIRECTOR JIIT NOIDA and IIT ROORKEE,35,97,5758
Indian Institute of Technology Roorkee,Dr. Harsh Kumar Goyal,Administrative Officer Ministry Of Education,70,470,26336
Indian Institute of Technology Roorkee,Inderpreet Singh Ahuja,Professor in Mechanical Engineering,43,128,8841
Indian Institute of Technology Roorkee,Dr.Inderjit Singh-PBG,"PAU, Ludhiana",22,52,1924
Indian Institute of Technology Roorkee,Kaushal Shetty,JP Morgan Chase,1,1,13
Indian Institute of Technology Roorkee,Shyam Pandey,Professor,43,179,8240
Indian Institute of Technology Roorkee,Jay S. Yadav,"Founder and CEO, MiRus , LLC",56,143,21961
Indian Institute of Technology Roorkee,Jagdish Narain Sharma,"Professor Pediatrics, Department of Pediatrics, MAHATMA GANDHI MEDICAL COLLEGE & HOSPITAL JAIPUR",9,9,330
Indian Institute of Technology Roorkee,JAY SHANKAR KUMAR,Research scholar,90,778,37615
Indian Institute of Technology Roorkee,Nathan H. Lents,Professor of Biology at John Jay College (CUNY),19,29,3076
Indian Institute of Technology Roorkee,Jayant Prakash,Unknown affiliation,5,4,112
Indian Institute of Technology Roorkee,Jitendra Kumar,Engineer at Coforge,83,778,35780
Indian Institute of Technology Roorkee,Joseph A Maxwell,George Mason University,53,80,85653
Indian Institute of Technology Roorkee,"Kapil Chandra Agarwal, Dr.","Former Professor at Dr. A. P. J. Abdul Kalam Technical University, Lucknow",7,5,250
Indian Institute of Technology Roorkee,K.C Jain,"Professor in Dept.of mathematics, Malaviya national Institute of technology, Jaipur",11,14,476
Indian Institute of Technology Roorkee,Siddharth Paliwal,BITS Pilani K.K. Birla Goa Campus,2,0,6
Indian Institute of Technology Roorkee,Dr.K.K.Tripathi,"Associate Professor at the Institute of Technology, Nirma University, Ahmedabad, India",10,10,603
Indian Institute of Technology Roorkee,K L Narsimhan,visiting Professor EE IIT Bombay,34,106,4464
Indian Institute of Technology Roorkee,Krishna Mohan Agarwal,"DNC Meerut, KNIT Sultanpur, IIT Delhi, AUUP Noida, KU Kurukshetra, IMI New Delhi",13,16,607
Indian Institute of Technology Roorkee,"Kunwar P. Singh, Ph.D., FAEB, FIC","Ex-Chief Scientist, CSIR-Indian Institute of Toxicology Research",71,385,29632
Indian Institute of Technology Roorkee,Munish Chauhan,"Hoglund Biomedical Imaging Center, University of Kansas Medical Center",11,15,429
Indian Institute of Technology Roorkee,Jagadeesh K S,"Professor of Microbiology, University of Agricultural sciences Dharwad",16,24,1063
Indian Institute of Technology Roorkee,"K S. Rao,K.S. Jagannatha Rao, Rao KS, Jagannatha Rao Kosagisharaf, Rao KS Jagannatha, Jagannatha Rao","kL deemed to be university, india, earlier indicasat aip, Panama,  CFTRI, India",52,122,8944
Indian Institute of Technology Roorkee,Reddy K S,"Professor, Department of Mechanical Engineering, IIT Madras",56,166,11185
Indian Institute of Technology Roorkee,Krishna Vasudeva Rao G,Unknown affiliation,1,0,7
Indian Institute of Technology Roorkee,Lalit Mohan Patnaik,"Adjunct Professor and NASI(National Academy of Sciences India)Senior Scientist, NIAS,Bangalore,India",42,204,16771
Indian Institute of Technology Roorkee,Dr. LN Sharma,Indian Institute of Technology Guwahati,22,45,1924
Indian Institute of Technology Roorkee,Michel Foucault,"Philosophy, Collège de France",309,1511,1403631
Indian Institute of Technology Roorkee,Mahendra Chandra Joshi,National Institute of Technology Rourkela,6,5,141
Indian Institute of Technology Roorkee,VARSHA TIWARI,IIT (ISM) DHANBAD,0,0,0
Indian Institute of Technology Roorkee,Manoj K Agarwal,"Professor of Marketing, Director MS Data Analytics Program, Binghamton University, State University",17,20,3284
Indian Institute of Technology Roorkee,Mandeep Kumar Singh,"Amity University Gwalior and Doctor Harisingh Gour University, CSIR-SRF",4,2,121
Indian Institute of Technology Roorkee,Manoj Kumar Gupta,"Joslin Diabetes Center, Harvard Medical School",68,412,23000
Indian Institute of Technology Roorkee,Dr. M.K. Jha,Purdue University,193,782,207269
Indian Institute of Technology Roorkee,Meetu Kaushik Tiwari,Associate Research Scientist,10,10,670
Indian Institute of Technology Roorkee,Manoj Kumar Mishra,University of Calgary,30,41,3512
Indian Institute of Technology Roorkee,Manoj Kumar Mohanty,"AIIMS, Bhubaneswar",21,32,1694
Indian Institute of Technology Roorkee,Manish K. Pandey,"Principal Scientist- Genomics, Prebreeding & Bioinformatics, ICRISAT, India",63,172,12982
Indian Institute of Technology Roorkee,Manoj K Sharma,Unknown affiliation,69,421,24173
Indian Institute of Technology Roorkee,Manish Kumar Singh,student,66,448,21999
Indian Institute of Technology Roorkee,M L Kansal,"Professor (HAG) and Ex-NEEPCO Chair & Head, WRD&M, IIT Roorkee",23,50,2877
Indian Institute of Technology Roorkee,Murari Lal Mittal,Malaviya National Institute of Technology Jaipur,23,31,2770
Indian Institute of Technology Roorkee,Dr. M. L. Munjal,"Department of Mechanical Engineering, Indian Institute of Science",39,109,8077
Indian Institute of Technology Roorkee,Dr.M.L. Sharma,Professor,21,45,3870
Indian Institute of Technology Roorkee,Chaturvedi m.m.,"Former Senior Professor of Molecular Biology, Dept. of Zoology, university of Delhi, India",37,55,13576
Indian Institute of Technology Roorkee,Madan M. Gupta,University of Saskatchewan,79,378,47944
Indian Institute of Technology Roorkee,Rajesh Pandey,"Professor and Head, Department of Biochemistry, MM Institute of Medical Sciences and Research",29,37,4830
Indian Institute of Technology Roorkee,Bhaskar Das,University of Minnesota,19,34,1721
Indian Institute of Technology Roorkee,Munishwar Nath Gupta,"Dept of Biochem. Engg & Biotechnology,IIT Delhi",63,272,16811
Indian Institute of Technology Roorkee,Jani Scandura,University of Minnesota,5,3,202
Indian Institute of Technology Roorkee,M.N.Jha,Rajendra agricultural university pusa,12,13,462
Indian Institute of Technology Roorkee,Ajay J Joshi,"University of Minnesota, Twin Cities",11,12,1686
Indian Institute of Technology Roorkee,"Md Nuruzzaman Khan, PhD","Melbourne School of Population and Global Health, The University of Melbourne, Australia",53,112,28921
Indian Institute of Technology Roorkee,Anant Mishra,"Andrew Van de Ven Professorship in Supply Chain and Operations, University of Minnesota",17,23,1511
Indian Institute of Technology Roorkee,Mohan N. Rathi,"The M S University of Baroda, Vadodara",11,11,484
Indian Institute of Technology Roorkee,"Akhilesh Pandey, M.D., Ph.D.","Professor, Laboratory Medicine and Pathology, Mayo Clinic, Rochester, Minnesota",134,773,92009
Indian Institute of Technology Roorkee,Akshay Rao,"Professor of Marketing, Carlson School of Management, University of Minnesota",31,37,17122
Indian Institute of Technology Roorkee,Ananda Shastri,"Professor of Physics and Astronomy, Minnesota State University Moorhead",22,28,2924
Indian Institute of Technology Roorkee,Mayur Sharma,"Assistant Professor, Neurosurgery, University of Minnesota",36,98,4005
Indian Institute of Technology Roorkee,Gatikrushna Singh,University Minnesota,40,165,7809
Indian Institute of Technology Roorkee,Jaideep Srivastava,"Professor, University of Minnesota",66,288,32489
Indian Institute of Technology Roorkee,Ms Nagja Tripathi,"Institute of Pharmacy, Nirma University",4,3,134
Indian Institute of Technology Roorkee,Pragya Verma,University of Minnesota,22,33,3158
Indian Institute of Technology Roorkee,Dr. DEEPA GARG,JNKVV RARS Sagar M.P.,5,4,241
Indian Institute of Technology Roorkee,Mahesh P. Gupta,"Associate Professor and Director of Cardiothoracic Center Research Program, University of Chicago",71,295,23984
Indian Institute of Technology Roorkee,M P Kaushik,"PTDD, DRDE Gwalior",36,113,4361
Indian Institute of Technology Roorkee,Durgesh Kumar Mishra,"Professor of Computer Engineering and Director Microsoft Innovation Center, Sri Aurobindo Institute of Technilogy, Indore, MP, I",32,96,6489
Indian Institute of Technology Roorkee,Dr.Akhilesh Pandey (Prof. on lien),"Chairman, M.P. Private University Regulatory commission",66,384,22713
Indian Institute of Technology Roorkee,Dr D. S. Rathore,"Head, Dept. of Biotechnology, Govt. K.R.G.P.G. (Autonomous) College, Gwalior (M.P.) India",7,4,211
Indian Institute of Technology Roorkee,Mahendra Pal Sharma,"Professor ,Department of Hydro and Renewable Energy, IIT Roorkee, Uttarakhand, India",57,171,16107
Indian Institute of Technology Roorkee,Munindar P Singh,"Professor of Computer Science, North Carolina State University",83,366,32610
Indian Institute of Technology Roorkee,Megh Raj Dhital,"Professor of Geology, Tri-Chandra Multiple Campus,Tribhuvan University",28,44,4781
Indian Institute of Technology Roorkee,Mr. Rahul Gupta,"Assistant professor (Finance) Bharati vidyapeeth (Deemed to be university),  pune",37,130,17639
Indian Institute of Technology Roorkee,Dr. Amit Jain,"Director, Global Institute of Technology & Management",86,636,57700
Indian Institute of Technology Roorkee,M.r Naveed khan,Unknown affiliation,69,449,23192
Indian Institute of Technology Roorkee,Manas Ranjan Mishra,"Sr Asst Professor in Mathematics, OP Jindal University",5,4,132
Indian Institute of Technology Roorkee,Mr.Shrinivas chinchanikar,"Student,Nagpur institute of technology,Engineer,Real istate, Programmer,stock market",13,15,755
Indian Institute of Technology Roorkee,Mallikarjuna Rao Pichika,Dean of Research and Professor,31,64,7160
Indian Institute of Technology Roorkee,Mary Reena K E,Lal Bahadur Shastri College of Engineering,3,2,68
Indian Institute of Technology Roorkee,Mahi R. Singh,The University of Western Ontario,41,181,7325
Indian Institute of Technology Roorkee,Mr Ashutosh  Srivastava,"CMR Institute of Technology, Bengaluru India",10,10,256
Indian Institute of Technology Roorkee,Mr. Shivanshu Tripathi,Researcher,24,72,1954
Indian Institute of Technology Roorkee,Manoj Raama Varma,"Emeritus Scientist and Ex Chief Scientist, CSIR-NIIST, TVM,Professor of Physics (Magnetic Materials)",31,71,2725
Indian Institute of Technology Roorkee,Dr Gaurav Agarwal MS DNB PDC FACS FISS,"Professor & Head, Endocrine & Breast Surgery, Sanjay Gandhi Postgraduate Institute of Medical",48,130,9568
Indian Institute of Technology Roorkee,Varad Bhatnagar,Microsoft,3,3,42
Indian Institute of Technology Roorkee,Vishrav Chaudhary,Microsoft AI,29,42,15122
Indian Institute of Technology Roorkee,Prof. M. S. Gaur,"Professor  of Physics, Hindustan College of Science and Technology, Farah ( Mathura) U P India",26,64,2448
Indian Institute of Technology Roorkee,Anuradha Gupta,"Assistant Professor, The University of Mississippi",93,167,100356
Indian Institute of Technology Roorkee,Navendu Jain,Microsoft Research,50,126,14056
Indian Institute of Technology Roorkee,Neel Joshi,"Senior Principal Research Manager, Microsoft Research",46,79,9398
Indian Institute of Technology Roorkee,Kaushik Chakrabarti,Microsoft,56,111,12746
Indian Institute of Technology Roorkee,ikhlas khan,"NCNPR, School of Pharmacy, Univeristy of Mississippi",95,843,49560
Indian Institute of Technology Roorkee,Durgesh Kumar Mishra,"Professor of Computer Engineering and Director Microsoft Innovation Center, Sri Aurobindo Institute of Technilogy, Indore, MP, I",32,96,6489
Indian Institute of Technology Guwahati,Amitava Chattopadhyay,INSEAD--The GlaxoSmithKline Chaired Professor of Corporate Innovation Innovation,40,59,9862
Indian Institute of Technology Guwahati,Dr. Debasish Das,"Saha Institute of Nuclear Physics, 1/AF Bidhannagar, Kolkata-700064 INDIA",152,327,85123
Indian Institute of Technology Guwahati,Himanshu Garg,Texas Tech University Health Sciences Center. El Paso,27,41,1950
Indian Institute of Technology Guwahati,Joydeep Dutta,"Professor, Functional Materials, KTH Royal Institute of Technology, Department of Applied Physics",72,242,21559
Indian Institute of Technology Guwahati,Dr. Satyajit Gupta,Associate Professor,24,37,3725
Indian Institute of Technology Guwahati,"Satya N Das, Satya Narayan Das, Satya Das","Professor, Department of Biotechnology, All India institute of Medical sciences, Banaras Hindu",57,235,34384
Indian Institute of Technology Hyderabad,"Badrinath Roysam, FIEEE, FAIMBE","ECE Department, University of Houston",61,142,18228
Indian Institute of Technology Hyderabad,Dr. Brijesh Kumar Dubey,ITM GIDA Gorakhpur,4,2,40
Indian Institute of Technology Hyderabad,Gang Li,Sir Sze-Yuen Chung Endowed Prof./ Chair Prof. / Hong Kong Polytechnic Univ.,98,258,84742
Indian Institute of Technology Hyderabad,Debayan Chakraborty,"Reader F, The Institute of Mathematical Sciences, Chennai",17,20,1047
