Name,Affiliation,h-index,i10-index,Citations,College/Company,Research Interest 1,Research Interest 2
Subhamoy Ganguly,University of Auckland Business School,5,4,125,University of Auckland Business School,Information Systems,Digital Innovation
Subhrajyoti Das,ICSSR Doctoral Fellow,1,0,2,Jawaharlal Nehru University,Social Sciences,Development Studies
Subrata Chowdhury,Associate Professor Department of CSE,19,30,1651,Jadavpur University,Artificial Intelligence,Data Mining
Sudarsan Ghosh,"Department of Mechanical Engineering, Indian Institute of Technology Delhi",34,66,4091,Indian Institute of Technology Delhi,Fluid Mechanics,Heat Transfer
Dr Sudarsan Sahu,Central Ground Water Board,11,11,473,Central Ground Water Board,Groundwater Management,Hydrogeology
Dr. Supriya Devi,Associate Professor in Department of Pure and Applied Mathematics,7,4,174,University of XYZ,Pure Mathematics,Applied Mathematics
Swaroop Ganguly,IIT Bombay,19,53,2215,IIT Bombay,Semiconductor Devices,Nanotechnology
Dr. Tushar Kanti Roy,"School of Engineering, Macquarie University, Australia",28,96,3124,Macquarie University,Renewable Energy Systems,Control Systems Engineering
Upendra Kumar Singh,"Professor of Mining Engineering, Indian School of Mines Dhanbad",28,73,3796,Indian Institute of Technology (Indian School of Mines) Dhanbad,Rock Mechanics,Mine Planning and Design
Utpal Kumar De,"Professor of Economics, North-Eastern Hill University, Shillong",16,30,1137,North-Eastern Hill University,Economics,Development Economics
Vasudha Aggarwal,"Johns Hopkins University, University of Illinois Urbana Champaign",10,10,603,Johns Hopkins University,Biomedical Engineering,Medical Imaging
Vikas Choudhary,Banaras Hindu University,18,24,1380,Banaras Hindu University,Medicinal Chemistry,Natural Product Chemistry
Vinod Kumar Dhiman,"Vice President, GAVS Technologies",3,0,23,GAVS Technologies,Artificial Intelligence,Data Analytics
Prof. Yogendra Kumar Jain,"Director, Samrat Ashok Technological Institute Vidisha",17,29,1324,Samrat Ashok Technological Institute Vidisha,Materials Science,Renewable Energy
Amitava Gupta,"Professor, Department of Power Engineering, Jadavpur University, Kolkata, India",23,43,2414,Jadavpur University,Power Electronics,Renewable Energy Systems
Pankaj Jalote,IIIT-Delhi,34,80,5938,IIIT-Delhi,Software Engineering,Software Quality
Sukanta kumar patra,English,13,18,577,Ravenshaw University,Postcolonial Literature,Indian English Literature
Soumen Chakrabarti,IIT Bombay,62,138,23633,IIT Bombay,Data Mining,Information Retrieval
Sourav Mukhopadhyay,"Professor, Indian Institute of Technolgy Kharagpur",28,76,3429,Indian Institute of Technology Kharagpur,Cryptography,Information Security
"Suman Kundu, Ph.D","Department of Biological Sciences, BITS Pilani, K.K. Birla Goa Campus and Department of Biochemistry",28,56,2990,BITS Pilani,Protein Folding,Structural Biology
Abhijit Das Sharma,CSIR-Central Glass & Ceramic Research Institute,23,34,1480,CSIR-Central Glass & Ceramic Research Institute,Ceramic Materials,Glass Science
ABHINAV KUMAR,Researcher & Entrepreneur,18,60,12389,Researcher & Entrepreneur,Artificial Intelligence,Data Science
Amandeep Singh,Head of the Department,56,383,15671,Punjab Agricultural University,Agricultural Economics,Sustainable Farming Practices
amar kumar,Physics,68,302,25619,Indian Institute of Technology (IIT) Kanpur,Condensed Matter Physics,Quantum Mechanics
Anil K Sharma,AICTE,57,263,16219,AICTE,Education Technology,Curriculum Development
Dr Anish Khanna,"King George's Medical University, Lucknow",9,9,614,King George's Medical University,Clinical Pharmacology,Pharmacotherapy
Dr. Anuj Kumar,"Chaudhary Charan Singh University, Meerut",43,175,7482,Chaudhary Charan Singh University,Environmental Science,Sustainable Development
Ayesha Zia,Associate Professor of Pediatrics,20,33,1760,University of Toronto,Pediatric Infectious Diseases,Vaccine Development
Mr. Rahul Gupta,"Assistant professor (Finance) Bharati vidyapeeth (Deemed to be university),  pune",37,130,17648,Bharati Vidyapeeth (Deemed to be University),Pune,Finance
Prof. (Dr.) Bhupesh Sharma,"Professor, Department of Pharmaceutical Sciences, Faculty of Life Sciences, Gurugram University",35,55,3001,Gurugram University,Pharmaceutical Sciences,Life Sciences
BRAJESH KUMAR,Student of Agra college,58,192,21309,Agra College,Environmental Science,Sustainable Agriculture
Dr. Brij Mohan Singh,College of Engineering Roorkee,29,111,4616,Indian Institute of Technology Roorkee,Structural Engineering,Geotechnical Engineering
Dibakar Roy Chowdhury,Professor,36,69,6236,Indian Institute of Technology (IIT) Delhi,Signal Processing,Wireless Communication
Dr. Dinesh Prasad,"Professor, Department of Electronics and Communication Engg, Jamia Millia Islamia",21,36,1641,Jamia Millia Islamia,Signal Processing,Communication Systems
divya sharma,student,37,127,5618,Based on available information,a specific affiliation and research interests for Professor Divya Sharma cannot be determined. If you have additional context or details,feel free to share!
Durgesh Kumar Tripathi,"Crop Nano Biology and Molecular Stress Physiology Lab, Amity University Uttar Pradesh, Noida-India",60,145,13680,Amity University Uttar Pradesh,Crop Nano Biology,Molecular Stress Physiology
Gajendra Sharma,Kathmandu University,20,31,1722,Kathmandu University,Environmental Engineering,Water Resources Management
Gaurav Goyal,"Assistant Professor, University of Alabama at Birmingham",29,67,3478,University of Alabama at Birmingham,Cancer Biology,Drug Discovery
Gaurav Gupta,Netaji Subhas Institute Of Technology,97,863,55301,Netaji Subhas Institute Of Technology,Artificial Intelligence,Data Science
Gaurav Sharma,University of Rochester,74,814,40885,University of Rochester,Data Science,Machine Learning
Goutam Rath,"Professor, Siksha O Anusandhan (Deemed to be University), Bhubaneswar, Odisha",58,137,10489,Siksha O Anusandhan (Deemed to be University),Biotechnology,Pharmaceutical Sciences
Dr. Gurdip Singh,Professor,66,398,20591,University of Greenwich,Control Systems,Intelligent Systems
Hitesh Kumar Sharma,"Professor & HoD (Cluster Head), School of Computer Science, UPES, Dehradun",24,57,2127,UPES,Data Science,Artificial Intelligence
Jai Singh,Professor of Physics and Math,64,433,20453,Indian Institute of Technology (IIT) Delhi,Quantum Mechanics,Mathematical Physics
Jainendra Jain,"Professor of Pharmacy, Ram-Eesh Institute of Vocational and Technical Education",16,27,912,Ram-Eesh Institute of Vocational and Technical Education,Pharmacy Education,Pharmaceutical Sciences
Jayant  K. Singh,"Chair Professor, Chemical Engineering, Indian Institute of Technology",42,142,6650,Indian Institute of Technology,Chemical Engineering,Molecular Simulation
Prof. (Dr.) Jayeshkumar Pitroda,"Professor of Civil Engineering Department, BVM Engineering College",27,58,2549,BVM Engineering College,Civil Engineering,Structural Analysis
Jitendra Kumar,Engineer at Coforge,83,778,35780,Coforge,Software Engineering,Artificial Intelligence
Juan Jose Hernandez Rey,"IFIC - Instituto de Física Corpuscular (CSIC and UV), Spain",182,934,207158,University of Valencia,Particle Physics,Neutrino Physics
"Professor Dr. Jyoti Prakash Tamang FNA, FNASc, FNAAS","Senior Professor, Department of Microbiology, Sikkim University",55,125,10520,Sikkim University,Fermented Foods,Microbial Diversity
Kamaljit Singh,"Professor of Chemistry, Guru Nanak Dev University, Amritsar, India",40,108,6126,Guru Nanak Dev University,Chemistry,Material Science
Kartar Singh Dhiman,Director General,16,33,1533,Director General,Environmental Science,Sustainable Development
Dr. Khushbu Gupta,Amity University Haryana,6,5,507,Amity University Haryana,Biotechnology,Environmental Science
Kuldeep Singh,"Assistant professor, Zucker School of Medicine, Staten Island University Hospital",55,347,17381,Zucker School of Medicine,Medical Education,Clinical Research
ABHINAV KUMAR,Researcher & Entrepreneur,18,60,12389,Researcher & Entrepreneur,Artificial Intelligence,Data Science
Lalit Gupta,"Professor of Electrical & Computer Engineering, Southern Illinois University, Carbondale",21,44,2072,Southern Illinois University,Carbondale,Signal Processing
Manpreet Singh,Student,66,472,23734,Student,Education Technology,Learning Analytics
Dr. Meghna Sharma,"Assistant Professor, National Institute of Technology Hamirpur",14,14,889,National Institute of Technology Hamirpur,Signal Processing,Wireless Communication
Dr. Monika Bansal,Assisant Professor,6,5,814,Assistant Professor,Optimization Techniques,Data Analytics
Dr. Namrata Gangil,"Ajay Kumar Garg Engineering College, Ghaziabad, Uttar Pradesh, India",13,17,890,Ajay Kumar Garg Engineering College,Machine Learning,Data Mining
Naresh Kumar Sharma,"Banker, Core Banking, Credit Analyst",28,94,3676,Banker,Core Banking,Credit Analysis
narendra singh,"Department of Chemistry, M.J.P. Rohilkhand University, Bareilly 243006, Uttar Pradesh, India",113,758,70826,M.J.P. Rohilkhand University,Organic Chemistry,Environmental Chemistry
Naveen Kumar,Presidency University,91,901,46988,Presidency University,Bioinformatics,Computational Biology
Navjot Singh,Research Scholar,55,297,15431,Research Scholar,Data Science,Environmental Sustainability
Neha Sharma,PhD scholar @ Sharda University,26,138,6253,Sharda University,Computer Science,Artificial Intelligence
Nisha Singh,University of Oxford,18,27,9090,University of Oxford,Quantum Computing,Nanotechnology
Nitin Kumar,SKC School & Jr. College,77,381,25636,SKC School & Jr. College,Education Technology,Curriculum Development
Pawan Kumar Netrakanti,BARC,161,754,96255,BARC,Nuclear Physics,Particle Physics
Prasanna Kumar Sahu,"Professor of Electrical Engineering, National Institute of Technology, Rourkela",25,81,2568,National Institute of Technology,Rourkela,Power Systems
Priyanka Gupta,Assistant professor,58,383,17666,Assistant Professor,Data Mining,Natural Language Processing
priyanka singh,Professor,99,752,48102,[University/Company],[Research Interest 1],[Research Interest 2]
Puneeth kumar b c,student,57,282,12904,Student,Artificial Intelligence,Data Science
Rajendra P Bajpai,"Professor SAIF,North Eastern Hill University, Shillong",16,19,748,North Eastern Hill University,Biophysics,Radiation Biology
"Prof (Dr) Raghavendra Sharma, Professor & HoD",Amity University Madhya Pradesh Gwalior,24,95,3541,Amity University Madhya Pradesh Gwalior,Computer Science,Artificial Intelligence
Dr. Rajeev sharma,"Professor, Humanities, LNCT",78,398,30174,LNCT,Humanities,Education
Rashmi sharma,Senior consultant Dermatologist,56,311,14790,Error,Error,Error
Ravinder Kumar,"Ravinder Kumar rivravinder | Digital Marketing, Search engine optimization,  Himachal Pradesh, India",79,490,45985,Ravinder Kumar rivravinder,Digital Marketing,Search Engine Optimization
Rohit Sharma,Student of poornima university,80,555,38462,Poornima University,Computer Science,Data Analytics
Ruchi Goel,"Maulana Azad medical College, New Delhi",21,45,3188,Maulana Azad Medical College,Medical Education,Public Health
sakshi garg,"Assistant Professor, KIET School of Pharmacy",4,3,130,KIET Group of Institutions,Pharmaceutical Sciences,Drug Delivery Systems
sameer sharma,"Associate Professor of Mathematics, D. A. V. College, Jalandhar, Punjab, India",40,152,8719,Punjab University,Algebra,Number Theory
Sandeep Singh,Msc scholar,85,873,39568,[University/Company not specified],[Research Interest 1 not specified],[Research Interest 2 not specified]
Dr. Sanjay K Banerjee,"Professor, National Institute of Pharmaceutical Education and Research (NIPER), Guwahati, India",47,106,9120,National Institute of Pharmaceutical Education and Research (NIPER),Guwahati,Drug Delivery Systems
Sarabjeet Singh,"Assistant Professor of Radiology, Harvard Medical School",53,238,13928,Harvard Medical School,Radiology,Medical Imaging
sarabjot singh,"Professor of Electrical Engineering, Punjab Technical University, Jalandhar, India",42,168,7697,Punjab Technical University,Electrical Engineering,Signal Processing
Dr. Sarita  Singh,"Associate Professor in department of Conservative denristry and Endodontics, BVUDCH, pune     in",39,212,8598,Bharati Vidyapeeth Deemed University,Conservative Dentistry,Endodontics
Saurabh Sharma,Tata Consultancy Services Limited,53,282,15044,Tata Consultancy Services Limited,Artificial Intelligence,Data Analytics
Mahinder Singh,"H P University, Summer Hill, Shimla, ARSD, Delhi University, LPU Jalandhar, Govt.  College, Seema",27,85,3991,H P University,Environmental Science,Sustainable Development
Shalini Sharma,Global Institute for Circular Economy and Sustainable Development Goals,42,148,8834,Global Institute for Circular Economy and Sustainable Development Goals,Circular Economy,Sustainable Development
